item_id:token	price:float	sales_type:token	sales_rank:float	categories:token_seq	title:token	brand:token
1024	17.99	Video Games	57484.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1030	17.49	Electronics	808869.0	'Gamepads', 'PC', 'Accessories', 'Video Games', 'Controllers'	Gravis Eliminator GamePad Pro  (PC/USB Mac)	
1028	17.95	Electronics	774481.0	'Games', 'Video Games', 'PC'		
1026	249.99	Video Games	51379.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
1031	17.72	Video Games	56618.0	'Games', 'Video Games', 'Xbox 360'		
1032		Video Games	126233.0	'Games', 'Video Games', 'PC'		
1033	8.0	Video Games	23393.0	'Games', 'Sega Dreamcast', 'Video Games', 'More Systems', 'PlayStation'		
1034	28.89	Video Games	22440.0	'PlayStation 2', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
1035	127.6	Video Games	63931.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1036	16.74	Video Games	78387.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1037	8.0	Video Games	37232.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1038		Video Games	24840.0	'PlayStation 2', 'Hardware', 'Consoles', 'Video Games', 'More Systems'		
1039	19.99	Software	21969.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1040	28.05	Video Games	12102.0	'Games', 'Video Games', 'PC'		
1042	15.99	Video Games	20417.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1041	74.96	Video Games	50862.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
1045	84.75	Video Games	30374.0	'Games', 'Video Games', 'PC'		
1043	4.94	Video Games	61218.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1046	19.95	Video Games	40644.0	'Games', 'Video Games', 'PC'		
1044	22.79	Video Games	40825.0	'Games', 'Video Games', 'PC'		
1047	17.95			'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
1048	224.99	Video Games	18626.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1049	10.99	Video Games	28684.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1051	39.99	Video Games	23866.0	'PC', 'Accessories', 'Video Games', 'Cell Phones & Accessories', 'Accessory Kits'		
1054	54.5	Video Games	32234.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1050	45.75	Video Games	66656.0	'Games', 'Video Games', 'PC'		
1055	18.75	Video Games	38895.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1053	69.95	Video Games	18569.0	'Games', 'Video Games', 'PC'		
1056	29.99	Video Games	58538.0	'PC', 'Accessories', 'Mac', 'Video Games', 'Joysticks', 'Controllers'		
1052	68.5	Video Games	85623.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1057	38.95	Video Games	67530.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1058	82.49	Video Games	19614.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1059	112.0	Video Games	7255.0	'Flight Controls', 'Accessories', 'Mac', 'Video Games', 'Controllers'	CH Products Flight Sim Yoke USB ( 200-615 )	CH Products
1060	55.0	Video Games	79542.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
1061	13.9	Video Games	44350.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1062	19.79	Video Games	59068.0	'Game Boy Advance', 'Video Games', 'Game Boy Color', 'More Systems'		
1063	13.15	Video Games	38659.0	'Games', 'Video Games', 'Kids & Family', 'Sony PSP'		
1064	59.99	Video Games	20498.0	'Games', 'Sega Dreamcast', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
1065	29.99	Video Games	68884.0	'Games', 'Video Games', 'PC'		
1066	31.5	Video Games	44736.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1067	812.86	Video Games	77215.0	'Nintendo 64', 'Video Games', 'More Systems'		
1068		Video Games	19695.0	'Games', 'Video Games', 'PC'		
1069	15.99	Software	43274.0	'Games', 'Video Games', 'PC'		
1070	24.0	Software	5439.0	'Games', 'Video Games', 'PC'		
1071		Video Games	12107.0	'Games', 'Video Games', 'PC'		
1072	48.93	Video Games	66703.0	'Games', 'Video Games', 'PC'		
1073	14.99	Video Games	16912.0	'Games', 'Video Games', 'PC'		
1074	29.99	Video Games	85284.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1075	63.95	Video Games	67481.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
1076	124.99	Video Games	62482.0	'Games', 'Video Games', 'PC'		
1077	27.99	Toys & Games	256249.0	'Games', 'PlayStation 2', 'PC', 'Video Games', 'More Systems'		
1078	144.5	Video Games	84842.0	'Games', 'Video Games', 'Sony PSP'		
1079	4.89	Video Games	55249.0	'Games', 'Video Games', 'PC'		
1082	49.99	Video Games	42208.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1083	209.94	Video Games	56559.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1084	8.0	Video Games	21493.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1090	0.95	Software	6194.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1089	19.99	Video Games	24858.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1088	132.59			'Video Games', 'PlayStation 2', 'More Systems'		
1086	6.85	Software	28827.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1080	19.99	Video Games	73782.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1081	253.0	Video Games	6840.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1087	39.95	Video Games	53635.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1091	13.18	Video Games	57232.0	'Video Games', 'PlayStation 2', 'More Systems'		
1085	149.99	Video Games	30609.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1093	29.99	Video Games	18536.0	'Games', 'Mac', 'Video Games', 'PC'		
1092	10.99	Video Games	58779.0	'Games', 'Video Games', 'PC'		
1096	84.99	Video Games	87236.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1094	9.99	Video Games	34132.0	'Games', 'Video Games', 'Sony PSP'		
1095	19.99	Video Games	53052.0	'Games', 'Video Games', 'Sony PSP'		
1098	9.94	Video Games	33220.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1097	44.99	Video Games	52380.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1099	9.0	Video Games	57076.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1101	9.99	Video Games	52179.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1102	19.99	Video Games	55965.0	'Games', 'Video Games', 'PC'		
1100	29.99	Video Games	114410.0	'Games', 'PC Game Downloads', 'Kids & Family', 'PC', 'Video Games', 'Digital Games'		
1104	21.0	Video Games	78395.0	'Games', 'Video Games', 'PC'		
1105	41.0	Video Games	66137.0	'Games', 'Video Games', 'PC'		
1106	8.95	Video Games	39697.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1103	11.45	Video Games	34728.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1107	17.99	Video Games	6006.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1108	32.03	Video Games	6421.0	'Games', 'Video Games', 'Kids & Family', 'Sony PSP'		
1109	103.99	Video Games	36011.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
1110	34.42	Video Games	4527.0	'Games', 'PlayStation 2', 'Video Games', 'More Systems', 'PlayStation'		
1111	27.0	Video Games	54271.0	'Games', 'Video Games', 'Sony PSP'		
1112	19.75	Video Games	74313.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1113	19.99	Video Games	5840.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1114	516.92	Video Games	29230.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
1115	516.92	Video Games	11050.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
1116	69.95	Software	31507.0	'Games', 'Video Games', 'Nintendo NES', 'More Systems'		
1117	219.99	Electronics	79969.0	'Games', 'Video Games', 'Nintendo NES', 'More Systems'		
1118		Video Games	76336.0	'Games', 'Video Games', 'Nintendo NES', 'More Systems'		
1120	91.99	Video Games	33842.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1121	119.94	Video Games	41702.0	'Video Games', 'PlayStation 2', 'More Systems'		
1119		Software	34051.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
1122	99.95	Video Games	62336.0	'Games', 'Game Boy', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
1123	39.99	Video Games	41514.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1126	9.79	Video Games	65202.0	'Games', 'PC', 'Software', 'Video Games', 'Lifestyle & Hobbies', 'Design & Illustration'		
1125	69.99	Video Games	74445.0	'Games', 'Video Games', 'PC'		
1127	19.99	Video Games	21628.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1128	19.99	Video Games	7743.0	'Games', 'Video Games', 'PC'		
1124	69.95	Video Games	36268.0	'Games', 'Video Games', 'PC'		
1129	19.99	Video Games	2405.0	'Games', 'Video Games', 'Sony PSP'		
1132	40.66	Video Games	18471.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1131	599.98			'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
1130	60.61	Video Games	1168.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1133	16.49	Video Games	36636.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1134	29.95	Video Games	2690.0	'Video Games', 'PlayStation 2', 'PC', 'More Systems'		
1138	1.69	Software	34111.0	'Hardware', 'Consoles', 'Video Games', 'More Systems', 'Game Boy Advance'		
1139	3.96	Video Games	16493.0	'Hardware', 'Consoles', 'Video Games', 'More Systems', 'Game Boy Advance'		
1136	2.19	Video Games	42952.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'Game Boy Advance'		
1140	11.99	Video Games	30627.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1135	265.22	Video Games	60400.0	'Video Games'		
1137	1.69	Video Games	45095.0	'Hardware', 'Consoles', 'Video Games', 'More Systems', 'Game Boy Advance'		
1141	72.99	Video Games	44106.0	'Games', 'Video Games', 'PC'		
1142	4.6	Video Games	28849.0	'Games', 'Game Boy', 'Video Games', 'More Systems'		
1143	8.0	Video Games	33273.0	'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
1148	174.99	Video Games	36897.0	'Games', 'Game Boy', 'Video Games', 'Game Boy Color', 'More Systems'		
1146	92.99	Video Games	6956.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1145	59.95	Video Games	43692.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1151		Video Games	19703.0	'Video Games'		
1147	59.99	Video Games	7650.0	'Games', 'Video Games', 'PC'		
1153	12.99	Video Games	32894.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1152	57.69	Video Games	21646.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1150	135.74	Video Games	77618.0	'Games', 'Game Boy', 'Video Games', 'Game Boy Color', 'More Systems'		
1144	15.74	Video Games	12837.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1157	199.98	Video Games	16026.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1155	17.5	Video Games	2882.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1154	24.95	Video Games	7711.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1156	8.99	Video Games	26786.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1158	84.99	Video Games	34075.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1160	33.7	Video Games	56436.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1159	27.99	Video Games	43861.0	'Games', 'PlayStation 2', 'Sports & Outdoors', 'Kids & Family', 'Video Games & Accessories', 'Video Games', 'More Systems', 'Fan Shop'		
1149	465.74	Video Games	42263.0	'Games', 'Game Boy', 'Video Games', 'Game Boy Color', 'More Systems'		
1161	64.99	Video Games	47877.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1162	323.24	Video Games	35339.0	'Hardware', 'Accessories', 'GameCube', 'Video Games', 'More Systems'		
1164	99.99	Video Games	36896.0	'Games', 'Game Boy', 'Video Games', 'More Systems', 'Game Boy Advance'		
1163	25.99	Video Games	17681.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1167	36.98	Video Games	59956.0	'GameCube', 'Video Games', 'Games', 'More Systems'		
1165	4.72	Video Games	38528.0	'Hardware', 'Consoles', 'GameCube', 'Video Games', 'More Systems'		
1166	19.99	Video Games	3893.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1168	13.99	Video Games	27011.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1171	54.63	Video Games	15250.0	'Video Games', 'PlayStation 2', 'More Systems'		
1169	54.99	Video Games	4424.0	'Video Games', 'PlayStation 2', 'More Systems'		
1170	61.75	Video Games	9913.0	'Video Games', 'PlayStation 2', 'More Systems'		
1173	32.99	Video Games	48649.0	'Games', 'Video Games', 'Xbox', 'More Systems'		
1175	109.55	Video Games	23608.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1172	29.99	Video Games	9861.0	'Games', 'Video Games', 'Xbox', 'More Systems'		
1174	20.99	Video Games	13012.0	'Games', 'Xbox', 'Kids & Family', 'Video Games', 'More Systems'		
1177	14.46	Video Games	94665.0	'Games', 'Kids & Family', 'GameCube', 'Video Games', 'More Systems'		
1179	39.95	Video Games	7436.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1178	85.98	Video Games	55588.0	'Games', 'Video Games', 'Xbox', 'More Systems'		
1181	49.95	Video Games	6147.0	'Sega Genesis', 'Video Games', 'Games', 'More Systems'		
1185	574.94	Video Games	41692.0	'Games', 'Super Nintendo', 'Video Games', 'More Systems'		
1184	235.74	Video Games	28850.0	'Games', 'Game Boy', 'Video Games', 'Game Boy Color', 'More Systems'		
1182	219.99	Video Games	31412.0	'Games', 'Super Nintendo', 'Video Games', 'More Systems'		
1183	149.99	Video Games	48211.0	'Sega Genesis', 'Video Games', 'Games', 'More Systems'		
1176	13.98	Video Games	54520.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1180	113.89	Video Games	11058.0	'Games', 'Kids & Family', 'Sega Genesis', 'Video Games', 'More Systems'		
1188	335.98	Video Games	5049.0	'Games', 'Super Nintendo', 'Video Games', 'More Systems'		
1186	199.99	Video Games	24323.0	'Super Nintendo', 'Video Games', 'More Systems'		
1187	239.98	Video Games	20038.0	'Sega Genesis', 'Video Games', 'Games', 'More Systems'		
1190	9.88	Video Games	89837.0	'Hardware', 'Consoles', 'Video Games', 'Sega Saturn', 'More Systems'		
1189	5.23	Video Games	44458.0	'Hardware', 'Accessories', 'Sega Genesis', 'Video Games', 'More Systems'		
1193	75.99	Software	5963.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1192		Software	16037.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1194	171.59	Video Games	49416.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1191	27.99	Video Games	44674.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1197	39.99	Video Games	123598.0	'Games', 'Video Games', 'PC'		
1195	34.49	Video Games	72866.0	'Video Games', 'Xbox', 'More Systems'		
1196		Video Games	6736.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1198	36.99	Video Games	57813.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1199	29.95	Video Games	67601.0	'Video Games', 'PlayStation 2', 'More Systems'		
1200	3.96	Video Games	17592.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'Game Boy Advance'		
1201	116.99	Video Games	37509.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
1202	131.98	Video Games	42567.0	'Games', 'Sega Dreamcast', 'Nintendo 64', 'Video Games', 'More Systems'		
1204	12.5	Software	22264.0	'Games', 'Game Boy', 'Video Games', 'More Systems', 'Game Boy Advance'		
1203	19.99	Video Games	14683.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1206	22.92	Video Games	40592.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1205	2.19	Video Games	30397.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'Game Boy Advance'		
1207	39.99	Video Games	35039.0	'Games', 'Video Games', 'PC'		
1208	13.3	Video Games	31475.0	'Games', 'Video Games', 'PC'		
1209	59.98	Video Games	23899.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1210	48.5	Video Games	42672.0	'Games', 'Video Games', 'PC'		
1211	13.98	Video Games	49653.0	'Games', 'Video Games', 'PC'		
1212	94.89	Video Games	27952.0	'Games', 'Video Games', 'PC'		
1213	19.99	Video Games	24547.0	'Games', 'Video Games', 'PC'		
1214	424.24	Video Games	108283.0	'Games', 'Video Games', 'Game Boy Color', 'More Systems'		
1215	14.99	Video Games	44526.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1217	19.7	Video Games	25403.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1216	49.16	Video Games	7556.0	'Video Games', 'PlayStation 2', 'More Systems'		
1218	13.75	Video Games	20250.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
1219	20.89	Video Games	26815.0	'Games', 'PlayStation 2', 'Video Games', 'More Systems', 'PlayStation'		
1222	51.62	Video Games	74574.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1223	235.52	Video Games	12811.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1221	33.17	Video Games	85360.0	'Games', 'PlayStation 2', 'Video Games', 'More Systems', 'PlayStation'		
1220	159.93	Video Games	108789.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1224	14.99	Video Games	123346.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1225	60.0	Video Games	2096.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1226	29.25	Video Games	25455.0	'Hardware', 'Accessories', 'Nintendo 64', 'Video Games', 'More Systems'		
1227	67.98	Video Games	3467.0	'Hardware', 'Kids & Family', 'Accessories', 'Video Games', 'More Systems', 'PlayStation'		
1228	0.01	Video Games	37887.0	'PlayStation 2', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
1236	343.76	Video Games	43414.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
1230	99.95	Video Games	9954.0	'Game Boy Advance', 'Video Games', 'Kids & Family', 'More Systems'		
1241	24.9	Video Games	46284.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1234	84.97	Video Games	61651.0	'Games', 'Sega Dreamcast', 'Hardware', 'Video Games', 'More Systems'		
1229	7.16	Video Games	3433.0	'PlayStation 2', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
1233	36.93	Video Games	29995.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1237	89.99	Video Games	16725.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1242	29.6	Video Games	3863.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1243	224.99	Video Games	18086.0	'Video Games', 'Game Boy Color', 'More Systems'		
1231	179.99	Video Games	24494.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1232	24.99	Video Games	52494.0	'PlayStation 2', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
1246	47.49	Video Games	15799.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1235	54.98	Video Games	49971.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
1240	41.0	Video Games	34648.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1244	84.99	Video Games	9613.0	'Games', 'Video Games', 'Game Boy Color', 'More Systems'		
1245	29.95	Video Games	36064.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1247	13.5	Video Games	61978.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1238	69.99	Video Games	20809.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1239	49.95	Video Games	45605.0	'Video Games', 'PlayStation 2', 'More Systems'		
1248	86.99	Video Games	23750.0	'Games', 'Video Games', 'PC'		
1251	31.98	Video Games	60192.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'Game Boy Advance'		
1250	38.0	Video Games	38363.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1249	79.95	Video Games	28087.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1252	201.54	Video Games	24779.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1256	29.5	Video Games	64670.0	'Games', 'PlayStation 2', 'PC', 'Video Games', 'More Systems'		
1253	19.84	Video Games	58944.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1257	189.99	Video Games	13452.0	'Games', 'Video Games', 'PC'		
1255	76.47	Video Games	19811.0	'Games', 'PlayStation 2', 'Video Games', 'More Systems', 'PlayStation'		
1254	9.49	Video Games	21357.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1259	93.01	Video Games	41888.0	'Video Games', 'Sega Dreamcast', 'More Systems'		
1258	26.42	Video Games	30206.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1260	13.13	Video Games	33569.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1261	129.95	Video Games	77788.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1262	23.9	Video Games	27720.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1263	17.49	Video Games	8946.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1265	14.99	Video Games	20343.0	'Games', 'Video Games', 'PC'		
1264	23.64	Video Games	14352.0	'Games', 'Mac', 'Video Games', 'PC'		
1268	9.99	Video Games	29558.0	'Games', 'Video Games', 'PC'		
1266	29.0	Video Games	28169.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1272	24.99	Video Games	111082.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1270	49.5	Video Games	29803.0	'Video Games', 'Kids & Family', 'PC'		
1269	5.99	Video Games	36847.0	'Games', 'Video Games', 'PC'		
1273	14.99	Video Games	64389.0	'Games', 'Video Games', 'PC'		
1267		Video Games	74915.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1271	7.78	Video Games	41274.0	'Games', 'Video Games', 'PC'		
1275	19.99	Video Games	13687.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1277	1.75	Video Games	30741.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1276	31.55	Video Games	54361.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1274	19.99	Video Games	30686.0	'Games', 'Video Games', 'PC'		
1278	129.58	Video Games	76935.0	'Games', 'PlayStation 2', 'PC', 'Video Games', 'More Systems'		
1279	75.99	Video Games	72028.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1284	116.86	Video Games	49910.0	'Video Games', 'PlayStation 2', 'More Systems'		
1282	76.09	Video Games	8224.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1289	32.9	Video Games	32889.0	'Games', 'Carleton', 'Geography', 'Kids & Family', 'United States', 'Video Games', 'More Systems', 'Purchase Circles', 'PlayStation', 'Michigan'		
1288	16.91	Video Games	15919.0	'Video Games'		
1291	39.04	Video Games	25840.0	'Games', 'PlayStation 2', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
1281	16.99	Video Games	43500.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1299	59.02	Video Games	40881.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
1285	48.9	Video Games	23341.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1283	80.64	Video Games	16782.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1287	29.95	Video Games	14268.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1300	99.39	Video Games	45091.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1280	69.99	Video Games	20550.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1286	2.0	Video Games	46713.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1294	38.07	Video Games	6426.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1290	28.95	Video Games	23217.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1297	285.52	Video Games	30300.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1295	44.97	Video Games	23802.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1298	17.9	Video Games	71794.0	'Game Boy Advance', 'Video Games', 'Games', 'More Systems'		
1292	74.95	Video Games	42120.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1293	34.97	Video Games	10794.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1296	19.99	Video Games	24318.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1301	4.25	Video Games	19180.0	'Games', 'Sega Dreamcast', 'Kids & Family', 'Video Games', 'More Systems'		
1302	13.99	Video Games	55044.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1304	1.69	Video Games	54122.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'Game Boy Advance'		
1303	43.06	Video Games	68831.0	'Games', 'PlayStation 2', 'Kids & Family', 'Video Games', 'More Systems'		
1307	73.8	Video Games	50687.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1305	39.86	Video Games	18698.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1306	13.95	Video Games	9136.0	'Games', 'Video Games', 'PlayStation 2', 'More Systems'		
1308	56.9	Video Games	36686.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'PlayStation'		
1309	19.99	Video Games	9265.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
1311	44.0	Video Games	36859.0	'Games', 'PC', 'Software', 'Video Games', 'Home Publishing', 'Lifestyle & Hobbies', 'Design & Illustration'		
1310	19.0	Video Games	54357.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
1314	9.0			'Games', 'Video Games', 'Kids & Family', 'PC'		
1313		Video Games	25021.0	'Video Games', 'PlayStation 2', 'More Systems'		
1312	67.99	Video Games	27166.0	'Games', 'PlayStation 2', 'PC', 'Video Games', 'More Systems'		
1315	18.99	Video Games	13381.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
1316	29.99	Video Games	11986.0	'Video Games', 'PC', 'Accessories'	Microsoft Sidewinder Force Feedback 2 Joystick	
1318	109.95	Video Games	15560.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
1317		Video Games	60224.0	'Video Games'		
